id,industria,sector
4739,Biotechnology: Pharmaceutical Preparations,Health Care
4740,Biotechnology: Pharmaceutical Preparations,Health Care
4741,Investment Managers,Finance
4742,Industrial Specialties,Health Care
4743,Beverages (Production/Distribution),Consumer Staples
4744,Biotechnology: Electromedical & Electrotherapeutic Apparatus,Health Care
4745,Marine Transportation,Consumer Discretionary
4746,Restaurants,Consumer Discretionary
4747,Computer Software: Prepackaged Software,Technology
4748,Farming/Seeds/Milling,Consumer Staples
4749,Biotechnology: Pharmaceutical Preparations,Health Care
4750,Biotechnology: In Vitro & In Vivo Diagnostic Substances,Health Care
4751,Finance: Consumer Services,Finance
4752,Finance/Investors Services,Finance
4753,,
4754,Finance Companies,Finance
4755,Finance/Investors Services,Finance
4756,Major Banks,Finance
4757,Biotechnology: Biological Products (No Diagnostic Substances),Health Care
4758,Major Banks,Finance
4759,Finance/Investors Services,Finance
4760,Oil & Gas Production,Energy
4761,Biotechnology: Pharmaceutical Preparations,Health Care
4762,Biotechnology: Pharmaceutical Preparations,Health Care
4763,Consumer Electronics/Appliances,Industrials
4764,Consumer Electronics/Appliances,Industrials
4765,Major Banks,Finance
4766,Biotechnology: Pharmaceutical Preparations,Health Care
4767,Finance/Investors Services,Finance
4768,Trusts Except Educational Religious and Charitable,Finance
4769,Biotechnology: Pharmaceutical Preparations,Health Care
4770,,
4771,Investment Managers,Finance
4772,Blank Checks,Finance
4773,Hotels/Resorts,Consumer Discretionary
4774,Advertising,Consumer Discretionary
4775,Biotechnology: Pharmaceutical Preparations,Health Care
4776,Computer Software: Prepackaged Software,Technology
4777,Investment Managers,Finance
4778,Office Equipment/Supplies/Services,Miscellaneous
4779,Packaged Foods,Consumer Staples
4780,Oilfield Services/Equipment,Energy
4781,Business Services,Consumer Discretionary
4782,Finance Companies,Finance
4783,,
4784,Finance Companies,Finance
4785,,
4786,Investment Bankers/Brokers/Service,Finance
4787,Restaurants,Consumer Discretionary
4788,Trusts Except Educational Religious and Charitable,Finance
4789,Finance/Investors Services,Finance
4790,Medical Specialities,Health Care
4791,Industrial Machinery/Components,Industrials
4792,Oil & Gas Production,Energy
4793,Finance/Investors Services,Finance
4794,Savings Institutions,Finance
4795,Electric Utilities: Central,Utilities
4796,,
4797,,
4798,,
4799,Other Specialty Stores,Consumer Discretionary
4800,Precious Metals,Basic Materials
4801,Real Estate,Finance
4802,Precision Instruments,Health Care
4803,Biotechnology: In Vitro & In Vivo Diagnostic Substances,Health Care
4804,Industrial Machinery/Components,Technology
4805,Electrical Products,Consumer Discretionary
4806,Electrical Products,Consumer Discretionary
4807,Electric Utilities: Central,Utilities
4808,Medical/Dental Instruments,Health Care
4809,Biotechnology: Pharmaceutical Preparations,Health Care
4810,Biotechnology: Pharmaceutical Preparations,Health Care
4811,EDP Services,Technology
4812,Consumer Electronics/Appliances,Industrials
4813,Marine Transportation,Consumer Discretionary
4814,Major Chemicals,Industrials
4815,,
4816,Computer Software: Prepackaged Software,Technology
4817,Finance/Investors Services,Finance
4818,Finance/Investors Services,Finance
4819,Business Services,Consumer Discretionary
4820,Oilfield Services/Equipment,Energy
4821,Metal Mining,Basic Materials
4822,Biotechnology: Pharmaceutical Preparations,Health Care
4823,Oil & Gas Production,Energy
4824,Major Banks,Finance
4825,Oil/Gas Transmission,Utilities
4826,Oil & Gas Production,Energy
4827,,
4828,Trusts Except Educational Religious and Charitable,Finance
4829,Consumer Electronics/Video Chains,Consumer Discretionary
4830,Blank Checks,Finance
4831,,
4832,Blank Checks,Finance
4833,,
4834,,
4835,Natural Gas Distribution,Utilities
4836,,
4837,,
4838,,
4839,Biotechnology: Biological Products (No Diagnostic Substances),Health Care
4840,Services-Misc. Amusement & Recreation,Consumer Discretionary
4841,Metal Fabrications,Industrials
4842,Food Chains,Consumer Staples
4843,Industrial Specialties,Industrials
4844,Managed Health Care,Health Care
4845,Hospital/Nursing Management,Health Care
4846,Real Estate Investment Trusts,Real Estate
4847,Trusts Except Educational Religious and Charitable,Finance
4848,Diversified Commercial Services,Miscellaneous
4849,Biotechnology: Pharmaceutical Preparations,Health Care
4850,Power Generation,Utilities
4851,,
4852,Major Banks,Finance
4853,Computer Manufacturing,Technology
4854,,
4855,Investment Managers,Finance
4856,Trusts Except Educational Religious and Charitable,Finance
4857,Power Generation,Utilities
4858,Oilfield Services/Equipment,Energy
4859,Auto Manufacturing,Consumer Discretionary
4860,,
4861,Finance/Investors Services,Finance
4862,EDP Services,Technology
4863,EDP Services,Technology
4864,Metal Fabrications,Industrials
4865,Auto Manufacturing,Consumer Discretionary
4866,Oil/Gas Transmission,Utilities
4867,Shoe Manufacturing,Consumer Discretionary
4868,Industrial Machinery/Components,Industrials
4869,Major Banks,Finance
4870,Biotechnology: Pharmaceutical Preparations,Health Care
4871,Biotechnology: Pharmaceutical Preparations,Health Care
4872,Finance/Investors Services,Finance
4873,Diversified Commercial Services,Consumer Discretionary
4874,Recreational Games/Products/Toys,Consumer Discretionary
4875,Biotechnology: Pharmaceutical Preparations,Health Care
4876,Biotechnology: Pharmaceutical Preparations,Health Care
4877,Biotechnology: Pharmaceutical Preparations,Health Care
4878,Real Estate Investment Trusts,Real Estate
4879,,
4880,,
4881,,
4882,Marine Transportation,Consumer Discretionary
4883,,
4884,,
4885,Investment Managers,Finance
4886,Finance/Investors Services,Finance
4887,Finance/Investors Services,Finance
4888,Other Metals and Minerals,Basic Materials
4889,Trusts Except Educational Religious and Charitable,Finance
4890,Property-Casualty Insurers,Finance
4891,,
4892,,
4893,Finance/Investors Services,Finance
4894,Marine Transportation,Consumer Discretionary
4895,Investment Bankers/Brokers/Service,Finance
4896,Medical Specialities,Health Care
4897,Real Estate,Finance
4898,Finance Companies,Finance
4899,Finance/Investors Services,Finance
4900,Medical Specialities,Health Care
4901,Biotechnology: Pharmaceutical Preparations,Health Care
4902,Finance/Investors Services,Finance
4903,Industrial Machinery/Components,Industrials
4904,Industrial Machinery/Components,Industrials
4905,Consumer Electronics/Appliances,Industrials
4906,Electrical Products,Technology
4907,Finance: Consumer Services,Finance
4908,Real Estate Investment Trusts,Real Estate
4909,Medical Electronics,Health Care
4910,Biotechnology: Pharmaceutical Preparations,Health Care
4911,Investment Managers,Finance
4912,Meat/Poultry/Fish,Consumer Staples
4913,Investment Managers,Finance
4914,Security Systems Services,Technology
4915,Property-Casualty Insurers,Finance
4916,Oil & Gas Production,Energy
4917,EDP Services,Technology
4918,EDP Services,Technology
4919,Radio And Television Broadcasting And Communications Equipment,Technology
4920,Investment Managers,Finance
4921,Specialty Foods,Consumer Staples
4922,EDP Services,Technology
4923,Biotechnology: Pharmaceutical Preparations,Health Care
4924,Metal Fabrications,Industrials
4925,Electric Utilities: Central,Utilities
4926,Biotechnology: Pharmaceutical Preparations,Health Care
4927,,
4928,Blank Checks,Finance
4929,Blank Checks,Finance
4930,Computer Software: Prepackaged Software,Technology
4931,Consumer Electronics/Appliances,Industrials
4932,Consumer Electronics/Appliances,Industrials
4933,Consumer Electronics/Appliances,Industrials
4934,Medical Specialities,Health Care
4935,Investment Managers,Finance
4936,Trusts Except Educational Religious and Charitable,Finance
4937,Military/Government/Technical,Consumer Discretionary
4938,,
4939,Investment Managers,Finance
4940,Trusts Except Educational Religious and Charitable,Finance
4941,Metal Fabrications,Industrials
4942,Blank Checks,Finance
4943,Blank Checks,Finance
4944,Blank Checks,Finance
4945,Biotechnology: Pharmaceutical Preparations,Health Care
4946,Managed Health Care,Health Care
4947,Advertising,Finance
4948,Computer Software: Prepackaged Software,Technology
4949,Real Estate Investment Trusts,Real Estate
4950,,
4951,Electric Utilities: Central,Utilities
4952,Power Generation,Utilities
4953,Finance/Investors Services,Finance
4954,Savings Institutions,Finance
4955,Biotechnology: Pharmaceutical Preparations,Health Care
4956,Trusts Except Educational Religious and Charitable,Finance
4957,Finance/Investors Services,Finance
4958,Coal Mining,Energy
4959,Biotechnology: Pharmaceutical Preparations,Health Care
4960,Biotechnology: Pharmaceutical Preparations,Health Care
4961,Oil & Gas Production,Energy
4962,Diversified Financial Services,Finance
4963,Biotechnology: Pharmaceutical Preparations,Health Care
4964,Biotechnology: Pharmaceutical Preparations,Health Care
4965,,
4966,,
4967,,
4968,,
4969,Real Estate Investment Trusts,Real Estate
4970,,
4971,Railroads,Industrials
4972,EDP Services,Technology
4973,Trusts Except Educational Religious and Charitable,Finance
4974,Diversified Commercial Services,Consumer Discretionary
4975,Medical/Dental Instruments,Health Care
4976,Natural Gas Distribution,Energy
4977,Security Systems Services,Technology
4978,Consumer Electronics/Appliances,Industrials
4979,Consumer Electronics/Appliances,Industrials
4980,Consumer Electronics/Appliances,Industrials
4981,Biotechnology: Biological Products (No Diagnostic Substances),Health Care
4982,Major Banks,Finance
4983,Industrial Machinery/Components,Technology
4984,Electronic Components,Technology
4985,Commercial Banks,Finance
4986,Package Goods/Cosmetics,Consumer Discretionary
4987,EDP Services,Technology
4988,Recreational Games/Products/Toys,Consumer Discretionary
4989,Finance Companies,Finance
4990,Telecommunications Equipment,Utilities
4991,Major Chemicals,Industrials
4992,Interactive Media,Technology
4993,Biotechnology: In Vitro & In Vivo Diagnostic Substances,Health Care
4994,EDP Services,Technology
4995,Aerospace,Industrials
4996,Medical Specialities,Health Care
4997,Biotechnology: Pharmaceutical Preparations,Health Care
4998,Biotechnology: Pharmaceutical Preparations,Health Care
4999,Trusts Except Educational Religious and Charitable,Finance
5000,Trusts Except Educational Religious and Charitable,Finance
5001,Real Estate Investment Trusts,Real Estate
5002,Computer Software: Prepackaged Software,Technology
5003,Home Furnishings,Consumer Discretionary
5004,Finance: Consumer Services,Finance
5005,Consumer Electronics/Appliances,Industrials
5006,Steel/Iron Ore,Industrials
5007,Medical/Dental Instruments,Health Care
5008,Other Pharmaceuticals,Health Care
5009,Retail: Computer Software & Peripheral Equipment,Technology
5010,Trusts Except Educational Religious and Charitable,Finance
5011,Medical/Dental Instruments,Health Care
5012,Biotechnology: Pharmaceutical Preparations,Health Care
5013,Biotechnology: Pharmaceutical Preparations,Health Care
5014,Investment Managers,Finance
5015,Biotechnology: Electromedical & Electrotherapeutic Apparatus,Health Care
5016,Farming/Seeds/Milling,Consumer Staples
5017,Consumer Electronics/Appliances,Industrials
5018,Medical/Dental Instruments,Health Care
5019,Consumer Electronics/Appliances,Industrials
5020,Biotechnology: Biological Products (No Diagnostic Substances),Health Care
5021,Medical/Dental Instruments,Health Care
5022,Medicinal Chemicals and Botanical Products,Health Care
5023,Semiconductors,Technology
5024,Semiconductors,Technology
5025,Military/Government/Technical,Consumer Discretionary
5026,,
5027,Home Furnishings,Consumer Discretionary
5028,Investment Managers,Finance
5029,Marine Transportation,Consumer Discretionary
5030,Biotechnology: Biological Products (No Diagnostic Substances),Health Care
5031,Electronic Components,Technology
5032,Medical/Dental Instruments,Health Care
5033,Medical/Dental Instruments,Health Care
5034,Biotechnology: Biological Products (No Diagnostic Substances),Health Care
5035,Assisted Living Services,Health Care
5036,Homebuilding,Consumer Discretionary
5037,Biotechnology: Electromedical & Electrotherapeutic Apparatus,Health Care
5038,Biotechnology: Pharmaceutical Preparations,Health Care
5039,Medical/Dental Instruments,Health Care
5040,Electrical Products,Technology
5041,Medical Specialities,Health Care
5042,Semiconductors,Technology
5043,Oil Refining/Marketing,Energy
5044,Oil Refining/Marketing,Energy
5045,Industrial Machinery/Components,Miscellaneous
5046,Major Banks,Finance
5047,Power Generation,Utilities
5048,Major Banks,Finance
5049,Commercial Banks,Finance
5050,Plastic Products,Industrials
5051,Life Insurance,Finance
5052,Oil/Gas Transmission,Utilities
5053,Steel/Iron Ore,Industrials
5054,Movies/Entertainment,Consumer Discretionary
5055,Movies/Entertainment,Consumer Discretionary
5056,Blank Checks,Finance
5057,Blank Checks,Finance
5058,Metal Fabrications,Industrials
5059,Investment Managers,Finance
5060,Investment Managers,Finance
5061,,
5062,,
5063,,
5064,Medical/Dental Instruments,Health Care
5065,Medical/Dental Instruments,Health Care
5066,Managed Health Care,Health Care
5067,Finance/Investors Services,Finance
5068,Medical Specialities,Health Care
5069,Medical Specialities,Health Care
5070,Trusts Except Educational Religious and Charitable,Finance
5071,Trusts Except Educational Religious and Charitable,Finance
5072,Semiconductors,Technology
5073,Computer Software: Prepackaged Software,Technology
5074,Computer Software: Prepackaged Software,Technology
5075,Real Estate Investment Trusts,Real Estate
5076,Broadcasting,Industrials
5077,Semiconductors,Technology
5078,Biotechnology: Pharmaceutical Preparations,Health Care
5079,Computer Software: Prepackaged Software,Technology
5080,,
5081,Real Estate,Finance
5082,Banks,Finance
5083,,
5084,,
5085,Real Estate Investment Trusts,Real Estate
5086,Real Estate Investment Trusts,Real Estate
5087,Real Estate Investment Trusts,Real Estate
5088,Real Estate Investment Trusts,Real Estate
5089,Real Estate Investment Trusts,Real Estate
5090,Biotechnology: In Vitro & In Vivo Diagnostic Substances,Health Care
5091,Newspapers/Magazines,Consumer Discretionary
5092,Medical/Dental Instruments,Health Care
